Date,Open,High,Low,Close,Volume
16-03-1962,0.82591866,0.831212866,0.82591866,0.829889476,166264
19-03-1962,0.829889497,0.829889497,0.820624232,0.820624232,177454
20-03-1962,0.820624232,0.823271416,0.817977048,0.820624232,135888
21-03-1962,0.820623666,0.823270848,0.817976484,0.819300115,257389
22-03-1962,0.819301025,0.82194821,0.815330207,0.815330207,163066
23-03-1962,0.816653587,0.825918853,0.816653587,0.825918853,204632
26-03-1962,0.824594671,0.824594671,0.81268239,0.81268239,185448
27-03-1962,0.812682201,0.819300115,0.810035019,0.819300115,199836
28-03-1962,0.820624633,0.829889902,0.820624633,0.824595451,212626
29-03-1962,0.824594608,0.831212443,0.819300243,0.823270977,187046
30-03-1962,0.823271229,0.824594861,0.808711843,0.814006209,235007
02-04-1962,0.812683009,0.812683009,0.80738864,0.810035825,182250
03-04-1962,0.810035767,0.810035767,0.795476293,0.800770581,271777
04-04-1962,0.800770431,0.808712064,0.79944696,0.802093983,219020
05-04-1962,0.802094576,0.808712661,0.795476732,0.808712661,282968
06-04-1962,0.808711892,0.812682626,0.802093812,0.803417444,225415
09-04-1962,0.803417615,0.806064799,0.800770431,0.802093983,190244
10-04-1962,0.800770773,0.800770773,0.790182114,0.790182114,228612
11-04-1962,0.790181476,0.798123105,0.771651196,0.77562201,201435
12-04-1962,0.775622323,0.779593139,0.769004484,0.771651506,230211
13-04-1962,0.772975363,0.800770681,0.772975363,0.791505575,273376
16-04-1962,0.791505331,0.792828964,0.778269492,0.784887493,243001
17-04-1962,0.784887424,0.788858078,0.783563872,0.786210895,230211
18-04-1962,0.786210695,0.788857878,0.778269227,0.783563673,564337
19-04-1962,0.783563941,0.787534596,0.782240309,0.784887493,163066
23-04-1962,0.784887426,0.787534529,0.780916691,0.780916691,276573
24-04-1962,0.780916457,0.782240008,0.77562201,0.77562201,356507
25-04-1962,0.775622015,0.77959283,0.765033364,0.765033364,353310
26-04-1962,0.765033364,0.774298383,0.762386181,0.765033364,230211
27-04-1962,0.765033877,0.776946167,0.746503584,0.751798034,342119
30-04-1962,0.751797758,0.757091964,0.714737186,0.725326002,442837
01-05-1962,0.72532629,0.746503607,0.714737471,0.74253279,509981
02-05-1962,0.743856126,0.758415596,0.743856126,0.749150574,465218
03-05-1962,0.753121574,0.76238668,0.753121574,0.76238668,498791
04-05-1962,0.762386703,0.765033888,0.753121597,0.759739518,316540
07-05-1962,0.759739507,0.761063059,0.747827216,0.751798034,334126
08-05-1962,0.751797429,0.751797429,0.745179432,0.750473797,247797
09-05-1962,0.750474126,0.751797758,0.743856126,0.749150574,350113
10-05-1962,0.749150873,0.754445242,0.737238582,0.74253279,423652
11-05-1962,0.742531905,0.751797161,0.730619708,0.73326689,620291
14-05-1962,0.733268014,0.745180309,0.724002985,0.745180309,484402
15-05-1962,0.745179758,0.754444942,0.745179758,0.749150574,420455
16-05-1962,0.749150246,0.751797429,0.746502983,0.750473797,278172
17-05-1962,0.750473797,0.755768082,0.746502983,0.750473797,129494
18-05-1962,0.753121625,0.761063099,0.753121625,0.761063099,300553
21-05-1962,0.761062314,0.761062314,0.75444448,0.75444448,222218
22-05-1962,0.754444689,0.755768159,0.735914409,0.735914409,270178
23-05-1962,0.730619759,0.730619759,0.717383931,0.721354663,353310
24-05-1962,0.72135532,0.729296792,0.709443112,0.712090135,455626
25-05-1962,0.712089978,0.712089978,0.689589119,0.697530508,407665
28-05-1962,0.69488342,0.69488342,0.657822893,0.661793709,677844
29-05-1962,0.661793966,0.697530713,0.635322243,0.689589322,1248575
31-05-1962,0.692235917,0.709442561,0.692235917,0.69620657,695429
01-06-1962,0.696206371,0.702824365,0.688264907,0.698853552,438041
04-06-1962,0.697529962,0.697529962,0.667087495,0.667087495,322935
05-06-1962,0.667088018,0.688265487,0.661793772,0.671058834,508383
06-06-1962,0.679000437,0.698854112,0.679000437,0.679000437,351711
07-06-1962,0.681648195,0.692237021,0.681648195,0.681648195,169461
08-06-1962,0.684294924,0.697530766,0.684294924,0.688265741,214224
11-06-1962,0.688265435,0.694883434,0.681647436,0.686941803,188645
12-06-1962,0.684274267,0.684274267,0.652261376,0.654929161,438041
13-06-1962,0.65492926,0.670935525,0.650927603,0.653595388,444435
14-06-1962,0.653595728,0.666934378,0.648260155,0.649594069,92724
15-06-1962,0.649593984,0.669602036,0.640256955,0.669602036,561139
18-06-1962,0.66826833,0.66826833,0.650928019,0.658931136,359705
19-06-1962,0.658930615,0.660264528,0.649593632,0.654929161,204632
20-06-1962,0.652261594,0.652261594,0.640256822,0.640256822,393277
21-06-1962,0.640256681,0.640256681,0.618914723,0.618914723,487600
22-06-1962,0.616246869,0.616246869,0.590903422,0.592237294,532363
25-06-1962,0.592237731,0.602908634,0.578899082,0.597573102,740193
26-06-1962,0.59757266,0.604242061,0.592237294,0.592237294,541955
27-06-1962,0.592237748,0.601574779,0.588236088,0.601574779,284566
28-06-1962,0.61224515,0.630919317,0.61224515,0.62691766,420455
29-06-1962,0.630919594,0.644258279,0.630919594,0.634921253,351711
02-07-1962,0.634920992,0.678938605,0.630919336,0.670935333,316540
03-07-1962,0.670935333,0.680272477,0.66159831,0.670935333,509981
05-07-1962,0.670935647,0.685608327,0.670935647,0.685608327,281369
06-07-1962,0.678938605,0.678938605,0.66159831,0.670935333,249395
09-07-1962,0.670935373,0.681606431,0.658930565,0.676270902,278172
10-07-1962,0.676270586,0.696278617,0.674936674,0.678938329,470014
11-07-1962,0.678938647,0.685608048,0.669601624,0.682940304,231810
12-07-1962,0.688275774,0.700280747,0.688275774,0.692277431,391679
13-07-1962,0.690943759,0.690943759,0.674937287,0.686942101,310145
16-07-1962,0.685608327,0.685608327,0.676271178,0.685608327,158270
17-07-1962,0.68294042,0.68294042,0.665600121,0.665600121,209428
18-07-1962,0.661598644,0.661598644,0.652261617,0.656263113,249395
19-07-1962,0.656262777,0.673603072,0.654929068,0.666933835,241402
20-07-1962,0.666934291,0.678939065,0.665600418,0.669602036,161467
23-07-1962,0.67093506,0.680272201,0.67093506,0.678938329,155073
24-07-1962,0.678939065,0.681606852,0.669602036,0.669602036,158270
25-07-1962,0.669601579,0.669601579,0.653595196,0.666933835,147079
26-07-1962,0.666933997,0.680272639,0.666933997,0.680272639,199836
27-07-1962,0.680272201,0.686941477,0.673602803,0.678938329,233408
30-07-1962,0.678938378,0.690943182,0.678938378,0.690943182,169461
31-07-1962,0.693611871,0.710952184,0.693611871,0.708284438,458823
01-08-1962,0.708283342,0.709617173,0.701613945,0.704281688,228612
02-08-1962,0.704282363,0.709617853,0.704282363,0.709617853,188645
03-08-1962,0.709617437,0.714953005,0.708283606,0.714953005,246198
06-08-1962,0.713619088,0.713619088,0.700280451,0.701614201,246198
07-08-1962,0.701614894,0.702948727,0.696279483,0.700281143,255790
08-08-1962,0.700281143,0.700281143,0.686942331,0.700281143,166264
09-08-1962,0.700280451,0.706949688,0.697612708,0.701614201,190244
10-08-1962,0.70161503,0.710952184,0.700281279,0.708284438,247797
13-08-1962,0.708283601,0.708283601,0.698946539,0.701614201,195040
14-08-1962,0.704282014,0.720288396,0.704282014,0.720288396,348514
15-08-1962,0.720288295,0.72295612,0.714952971,0.717620552,241402
16-08-1962,0.717620652,0.724290052,0.717620652,0.720288396,217422
17-08-1962,0.721622606,0.729625922,0.721622606,0.726958096,233408
20-08-1962,0.726957856,0.737628751,0.722956281,0.725624025,247797
21-08-1962,0.725624025,0.734961007,0.722956281,0.725624025,187046
22-08-1962,0.728292147,0.741630793,0.728292147,0.741630793,238205
23-08-1962,0.741630693,0.745632352,0.737629035,0.738962948,231810
24-08-1962,0.738962664,0.740296577,0.720288455,0.725624025,327731
27-08-1962,0.725624186,0.732293425,0.716286957,0.716286957,201435
28-08-1962,0.717620573,0.726957716,0.717620573,0.721622229,262185
29-08-1962,0.721622308,0.722956221,0.714953071,0.720288396,166264
30-08-1962,0.721622685,0.728292088,0.721622685,0.722956598,198237
31-08-1962,0.722956184,0.730959415,0.722956184,0.730959415,131092
04-09-1962,0.730959609,0.732293359,0.710951567,0.710951567,167862
05-09-1962,0.710952007,0.712285921,0.694945612,0.697613358,271777
06-09-1962,0.697613358,0.706950348,0.689610039,0.697613358,298955
07-09-1962,0.697612672,0.713619052,0.697612672,0.712285221,273376
10-09-1962,0.712285248,0.722956141,0.702948024,0.721622229,161467
11-09-1962,0.721622624,0.724290369,0.713619471,0.713619471,212626
12-09-1962,0.713619079,0.721622229,0.712285248,0.721622229,97520
13-09-1962,0.721622242,0.730959386,0.713619093,0.714953005,279770
14-09-1962,0.714952992,0.725623885,0.714952992,0.721622229,126296
17-09-1962,0.721622606,0.730959754,0.721622606,0.726958096,131092
18-09-1962,0.732332971,0.737707828,0.725614257,0.730989277,238205
19-09-1962,0.730989386,0.73233308,0.717552119,0.72964561,219020
20-09-1962,0.729645408,0.729645408,0.713520676,0.718895614,193441
21-09-1962,0.717552205,0.717552205,0.70277116,0.704114854,290961
24-09-1962,0.701426952,0.701426952,0.689333467,0.696052015,332527
25-09-1962,0.696052535,0.700083782,0.678583978,0.698740005,286165
26-09-1962,0.697396469,0.697396469,0.678584211,0.682615459,263784
27-09-1962,0.681271647,0.681271647,0.667834333,0.669178069,247797
28-09-1962,0.669177556,0.686646104,0.666490087,0.686646104,279770
01-10-1962,0.686646459,0.686646459,0.677240231,0.683958948,190244
02-10-1962,0.683959066,0.697396338,0.682615331,0.697396338,139086
03-10-1962,0.697396164,0.701427411,0.693364918,0.693364918,175856
04-10-1962,0.693363893,0.70948869,0.682614151,0.70948869,263784
05-10-1962,0.712177166,0.725614434,0.712177166,0.721583188,203033
08-10-1962,0.722926662,0.732332844,0.722926662,0.72561413,206231
09-10-1962,0.725614391,0.728301942,0.720239615,0.728301942,191843
10-10-1962,0.728301715,0.730989184,0.716208145,0.718895614,169461
11-10-1962,0.714864676,0.714864676,0.706802266,0.71083343,215823
12-10-1962,0.710833686,0.710833686,0.704115131,0.708146214,107112
15-10-1962,0.708145755,0.722926795,0.70545845,0.722926795,180652
16-10-1962,0.722926795,0.728301816,0.722926795,0.722926795,203033
17-10-1962,0.72023939,0.72023939,0.712176901,0.718895614,246198
18-10-1962,0.718895868,0.718895868,0.714864622,0.716208398,199836
19-10-1962,0.716208759,0.718896231,0.698740237,0.702771485,442837
22-10-1962,0.702770727,0.702770727,0.692020771,0.696052015,370896
23-10-1962,0.696052649,0.70680245,0.686646583,0.689334095,372494
24-10-1962,0.689333801,0.725614355,0.682615045,0.72023958,418856
25-10-1962,0.714863622,0.714863622,0.700082681,0.70948869,334126
26-10-1962,0.709489432,0.718895614,0.708145656,0.718895614,211027
29-10-1962,0.721583188,0.733676925,0.721583188,0.721583188,286165
30-10-1962,0.721582949,0.736364152,0.721582949,0.735020459,308547
31-10-1962,0.735020658,0.735020658,0.722926921,0.728301942,252593
01-11-1962,0.728301734,0.737707753,0.721582938,0.733676672,278172
02-11-1962,0.733676972,0.748458017,0.72561448,0.747114241,454027
05-11-1962,0.747114133,0.75248899,0.744426663,0.748457909,393277
07-11-1962,0.748457741,0.753832515,0.733676702,0.749801517,412462
08-11-1962,0.749801684,0.756520236,0.744426663,0.748457909,302152
09-11-1962,0.748457909,0.748457909,0.748457909,0.748457909,0
12-11-1962,0.768613939,0.773988962,0.768613939,0.773988962,356507
13-11-1962,0.773988474,0.775332167,0.768613454,0.772644699,254191
14-11-1962,0.772644943,0.779363659,0.767270004,0.778019965,442837
15-11-1962,0.778019965,0.780707434,0.773988719,0.778019965,300553
16-11-1962,0.778020027,0.782051027,0.767270065,0.782051027,337323
19-11-1962,0.778019644,0.778019644,0.771300931,0.775332093,228612
20-11-1962,0.775332309,0.783394635,0.775332309,0.783394635,244599
21-11-1962,0.783394226,0.794144179,0.780706922,0.792800486,131092
23-11-1962,0.794144296,0.811612799,0.794144296,0.808925331,517975
26-11-1962,0.808925998,0.810269774,0.78877001,0.800863504,351711
27-11-1962,0.800863504,0.803550975,0.794144951,0.800863504,191843
28-11-1962,0.800863488,0.806238511,0.800863488,0.803550959,310145
29-11-1962,0.803550493,0.804894269,0.799519331,0.804894269,231810
30-11-1962,0.804894735,0.806238511,0.802207264,0.803550959,164665
03-12-1962,0.803550926,0.803550926,0.796832373,0.802207232,227014
04-12-1962,0.80220714,0.811613326,0.80220714,0.80758208,255790
05-12-1962,0.807581948,0.82236299,0.807581948,0.816988051,402869
06-12-1962,0.816987995,0.821019241,0.811613139,0.81295675,343718
07-12-1962,0.812956806,0.82236299,0.808925724,0.816988051,298955
10-12-1962,0.816987995,0.82370671,0.81295675,0.81295675,273376
11-12-1962,0.81295675,0.816987995,0.803550648,0.81295675,367698
12-12-1962,0.812957177,0.834456943,0.811613564,0.827738225,350113
13-12-1962,0.827737741,0.830425211,0.82370666,0.825050354,196639
14-12-1962,0.825050837,0.82908192,0.823707142,0.827738225,140685
17-12-1962,0.827738225,0.831769473,0.823707142,0.827738225,91125
18-12-1962,0.829089963,0.829089963,0.808802174,0.814212322,187046
19-12-1962,0.814212889,0.822327912,0.806097702,0.822327912,362902
20-12-1962,0.822327912,0.825032947,0.818270318,0.822327912,238205
21-12-1962,0.822327922,0.823680398,0.818270328,0.820975363,119902
24-12-1962,0.820975363,0.822327922,0.819622805,0.820975363,145481
26-12-1962,0.820974935,0.829090118,0.820974935,0.829090118,169461
27-12-1962,0.830443288,0.833148241,0.830443288,0.833148241,187046
28-12-1962,0.833148241,0.833148241,0.827738252,0.833148241,175856
31-12-1962,0.831795404,0.831795404,0.82909037,0.830442846,132691
02-01-1963,0.830442949,0.831795508,0.818270252,0.826385438,195040
03-01-1963,0.826385918,0.834500862,0.823680799,0.83179599,481205
04-01-1963,0.831795849,0.838558315,0.831795849,0.835853279,375692
07-01-1963,0.833147798,0.833147798,0.822327743,0.830442846,385284
08-01-1963,0.830442989,0.843968163,0.829090512,0.842615604,537159
09-01-1963,0.84261488,0.849377338,0.83855729,0.843967438,414060
10-01-1963,0.843967892,0.85749298,0.842615334,0.854787946,529166
11-01-1963,0.854788135,0.854788135,0.850730541,0.853435576,209428
14-01-1963,0.853435872,0.854788431,0.849378277,0.850730836,238205
15-01-1963,0.850730836,0.852083313,0.845320848,0.850730836,268580
16-01-1963,0.850729895,0.85208237,0.84261488,0.843967438,319738
17-01-1963,0.843968096,0.850730559,0.841262979,0.846673131,175856
18-01-1963,0.8466733,0.853435764,0.845320741,0.848025858,111908
21-01-1963,0.848025203,0.853435104,0.842615054,0.849377513,231810
22-01-1963,0.849377513,0.850730071,0.848025203,0.849377513,108711
23-01-1963,0.849377983,0.858845728,0.848025672,0.853435576,330928
24-01-1963,0.853435576,0.854788135,0.848025672,0.853435576,167862
25-01-1963,0.853435387,0.85749298,0.848025484,0.854787946,201435
28-01-1963,0.854788722,0.858846318,0.852083603,0.857493758,265382
29-01-1963,0.857493758,0.858846318,0.853436162,0.857493758,118303
30-01-1963,0.853435901,0.853435901,0.83720577,0.839910805,199836
31-01-1963,0.839910503,0.84802569,0.834500351,0.846673131,174257
01-02-1963,0.84667247,0.848025028,0.841262323,0.843967438,127895
04-02-1963,0.8439684,0.845320877,0.83720577,0.839910805,241402
05-02-1963,0.83991057,0.843968163,0.837205535,0.842615604,231810
06-02-1963,0.84261531,0.84802546,0.84261531,0.845320344,193441
07-02-1963,0.845320087,0.852082546,0.843967612,0.849377513,171060
08-02-1963,0.849378277,0.852083313,0.843968371,0.850730836,201435
11-02-1963,0.850730729,0.850730729,0.8466733,0.848025858,220619
12-02-1963,0.846673131,0.846673131,0.841262979,0.846673131,180652
13-02-1963,0.846672926,0.856140422,0.845320368,0.854787946,310145
14-02-1963,0.854788153,0.854788153,0.846673131,0.846673131,148678
15-02-1963,0.846672926,0.854787946,0.845320368,0.854787946,163066
18-02-1963,0.854788742,0.854788742,0.849378587,0.852083623,214224
19-02-1963,0.849377653,0.849377653,0.835852567,0.838557601,151875
20-02-1963,0.827738243,0.827738243,0.807450516,0.819623053,278172
21-02-1963,0.819622626,0.831795404,0.806097536,0.830442846,244599
25-02-1963,0.823679814,0.823679814,0.811507289,0.814212322,220619
26-02-1963,0.814212686,0.816917721,0.806097501,0.810155094,196639
27-02-1963,0.810155509,0.811508068,0.803392879,0.807450473,105513
28-02-1963,0.803392754,0.803392754,0.785810231,0.787162542,306948
01-03-1963,0.788514727,0.796629912,0.788514727,0.79257232,212626
04-03-1963,0.792573105,0.80339317,0.788515509,0.791220546,177454
05-03-1963,0.791219968,0.795277561,0.784457505,0.784457505,175856
06-03-1963,0.78445748,0.795277536,0.776342376,0.795277536,179053
07-03-1963,0.795277223,0.806097275,0.795277223,0.800687373,244599
08-03-1963,0.802039921,0.81015494,0.802039921,0.802039921,180652
11-03-1963,0.80204024,0.812860297,0.799335205,0.811507821,179053
12-03-1963,0.815593127,0.815593127,0.806062081,0.811508298,204632
13-03-1963,0.811507555,0.816954016,0.808784366,0.812869191,163066
14-03-1963,0.812869445,0.815592635,0.796530306,0.796530306,174257
15-03-1963,0.797891974,0.80878465,0.797891974,0.8019768,161467
18-03-1963,0.801976788,0.801976788,0.786999285,0.786999285,131092
19-03-1963,0.786999462,0.792445677,0.786999462,0.79108429,132691
20-03-1963,0.791084093,0.797891943,0.788360903,0.796530306,180652
21-03-1963,0.79653049,0.80333859,0.795168936,0.795168936,223816
22-03-1963,0.795168963,0.800615344,0.791084302,0.797892153,155073
25-03-1963,0.797892153,0.803338617,0.796530517,0.797892153,227014
26-03-1963,0.799253226,0.808784262,0.799253226,0.803338051,212626
27-03-1963,0.803338106,0.812869143,0.803338106,0.804699659,231810
28-03-1963,0.807423635,0.815593127,0.807423635,0.811508298,236606
29-03-1963,0.811507555,0.816954016,0.811507555,0.812869191,207829
01-04-1963,0.812869935,0.814231489,0.807423635,0.811508298,182250
02-04-1963,0.810146255,0.810146255,0.796530306,0.796530306,313343
03-04-1963,0.796530787,0.812869935,0.792445958,0.811508298,233408
04-04-1963,0.811508502,0.816954969,0.80878531,0.814231694,255790
05-04-1963,0.814230727,0.840100896,0.812869174,0.836016238,446034
08-04-1963,0.836016238,0.840100896,0.829208224,0.836016238,238205
09-04-1963,0.836016329,0.838739435,0.831931587,0.83329314,239803
10-04-1963,0.83329314,0.836016329,0.821038913,0.83329314,199836
11-04-1963,0.833293144,0.833293144,0.82376194,0.827846766,276573
15-04-1963,0.830570292,0.84418616,0.830570292,0.84146297,318139
16-04-1963,0.841462553,0.848270567,0.836016258,0.845547378,231810
17-04-1963,0.845547612,0.852355627,0.841462786,0.850993991,386882
18-04-1963,0.849632199,0.849632199,0.841462549,0.846908927,188645
19-04-1963,0.846908927,0.849632199,0.844185738,0.846908927,127895
22-04-1963,0.846908927,0.855078411,0.845547374,0.846908927,228612
23-04-1963,0.848269962,0.871416926,0.848269962,0.871416926,959213
24-04-1963,0.871417829,0.871417829,0.864609979,0.868694723,489199
25-04-1963,0.868694908,0.868694908,0.860525337,0.863248527,239803
26-04-1963,0.863248321,0.867333147,0.860525131,0.860525131,249395
29-04-1963,0.860524741,0.86324793,0.856439917,0.859163105,196639
30-04-1963,0.85916361,0.864610074,0.85235576,0.857801974,215823
01-05-1963,0.860525493,0.876864555,0.860525493,0.872779727,671449
02-05-1963,0.874140973,0.882310625,0.874140973,0.879587352,404468
03-05-1963,0.87958691,0.882310181,0.871417345,0.875502169,281369
06-05-1963,0.876864254,0.88367227,0.876864254,0.88094908,292560
07-05-1963,0.879587118,0.879587118,0.871417551,0.878225565,294159
08-05-1963,0.882311054,0.893203735,0.882311054,0.893203735,449231
09-05-1963,0.894564985,0.900011448,0.894564985,0.898649812,300553
10-05-1963,0.89728796,0.89728796,0.887756674,0.890479863,260586
13-05-1963,0.890479867,0.895926328,0.889118314,0.889118314,243001
14-05-1963,0.889118774,0.890480328,0.879587648,0.883672476,268580
15-05-1963,0.883672519,0.894565198,0.879587691,0.891842008,271777
16-05-1963,0.891841503,0.895926328,0.889118314,0.889118314,230211
17-05-1963,0.889118907,0.893203735,0.886395633,0.893203735,147079
20-05-1963,0.890479927,0.890479927,0.880948888,0.885033548,180652
21-05-1963,0.885033484,0.894564688,0.883672014,0.890479863,153474
22-05-1963,0.890479954,0.89456478,0.887756765,0.887756765,155073
23-05-1963,0.889118073,0.898649274,0.889118073,0.89456445,223816
24-05-1963,0.89456444,0.909541935,0.890479616,0.902733922,362902
27-05-1963,0.902734307,0.902734307,0.893203269,0.901372671,228612
28-05-1963,0.901372286,0.908180299,0.895926076,0.902733922,182250
29-05-1963,0.902734252,0.909542267,0.898649592,0.904095888,217422
31-05-1963,0.905457586,0.917711899,0.905457586,0.914988875,314942
03-06-1963,0.914989204,0.919073783,0.909542739,0.909542739,156671
04-06-1963,0.909543012,0.912266204,0.902734991,0.90681982,172658
05-06-1963,0.906819607,0.906819607,0.889118907,0.893203735,258987
06-06-1963,0.893203735,0.898650117,0.889118907,0.893203735,142283
07-06-1963,0.893203432,0.901372836,0.890480159,0.898649812,171060
10-06-1963,0.898650026,0.898650026,0.88775718,0.891842008,196639
11-06-1963,0.890480461,0.890480461,0.883672608,0.886395633,155073
12-06-1963,0.886395633,0.895926926,0.885034079,0.893203735,222218
13-06-1963,0.893203735,0.893203735,0.883672608,0.886395633,148678
14-06-1963,0.886395101,0.889118373,0.883672078,0.885033548,118303
17-06-1963,0.885034308,0.886395862,0.86733377,0.86733377,223816
18-06-1963,0.872813687,0.878294314,0.868703049,0.876924157,217422
19-06-1963,0.876924732,0.887886411,0.876924732,0.883775771,199836
20-06-1963,0.883775325,0.89199635,0.876924289,0.88925612,281369
21-06-1963,0.889256272,0.894736984,0.882405235,0.891996503,164665
24-06-1963,0.891996524,0.894737005,0.887886135,0.894737005,129494
25-06-1963,0.894737549,0.897477948,0.887886675,0.890626907,147079
26-06-1963,0.885146028,0.885146028,0.872814357,0.872814357,187046
27-06-1963,0.872813995,0.879664865,0.852260968,0.85500145,287764
28-06-1963,0.855001061,0.868702962,0.855001061,0.865962565,204632
01-07-1963,0.864592746,0.864592746,0.855001478,0.861852348,147079
02-07-1963,0.861852677,0.875554589,0.857742203,0.872814357,177454
03-07-1963,0.874184416,0.885145928,0.874184416,0.883775771,190244
05-07-1963,0.883775641,0.885145799,0.878294761,0.8824054,111908
08-07-1963,0.882405416,0.883775657,0.874184304,0.879665017,113507
09-07-1963,0.879665002,0.88651604,0.875554362,0.8824054,187046
10-07-1963,0.88240464,0.885145036,0.874183535,0.875553608,196639
11-07-1963,0.875553847,0.882404881,0.872813617,0.874183774,151875
12-07-1963,0.874184521,0.879665236,0.867333482,0.868703723,161467
15-07-1963,0.867332954,0.867332954,0.860481918,0.860481918,102316
16-07-1963,0.860481688,0.865962565,0.857741458,0.865962565,223816
17-07-1963,0.865963324,0.875554596,0.865963324,0.868703723,209428
18-07-1963,0.868702962,0.874183756,0.865962565,0.865962565,105513
19-07-1963,0.864593133,0.864593133,0.856372018,0.859112501,140685
22-07-1963,0.859112128,0.863222516,0.849520609,0.852261007,150277
23-07-1963,0.852260283,0.857741159,0.837188231,0.839928627,273376
24-07-1963,0.839929616,0.850891129,0.835818976,0.84815073,263784
25-07-1963,0.848150322,0.853631118,0.838558972,0.838558972,203033
26-07-1963,0.838559027,0.844039739,0.834448388,0.842669666,190244
29-07-1963,0.842669023,0.846779491,0.837188231,0.839928627,137487
30-07-1963,0.844039822,0.853631258,0.844039822,0.853631258,177454
31-07-1963,0.853631124,0.860481993,0.850890726,0.856371522,228612
01-08-1963,0.856371447,0.860481918,0.853631049,0.860481918,121500
02-08-1963,0.860482082,0.865962961,0.859112092,0.86322248,107112
05-08-1963,0.863222555,0.871443834,0.861852398,0.870073676,124698
06-08-1963,0.870073747,0.879665017,0.870073747,0.879665017,175856
07-08-1963,0.879664919,0.88103516,0.871443808,0.871443808,159869
08-08-1963,0.871444122,0.874184521,0.867333482,0.868703723,147079
09-08-1963,0.868703049,0.876924157,0.861852015,0.876924157,201435
12-08-1963,0.876924192,0.883775227,0.874183878,0.878294349,159869
13-08-1963,0.881035078,0.891996503,0.881035078,0.891996503,235007
14-08-1963,0.891997042,0.897477925,0.885146168,0.897477925,223816
15-08-1963,0.897477199,0.900217596,0.893366561,0.896106958,281369
